normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,symboling
169.088869,volkswagen,gas,std,four,sedan,fwd,front,101.739818,183.042568,65.713474,58.073731,2658.182153,ohc,four,99.563507,2bbl,3.502303,2.799692,8.581716,79.390564,5525.071611,27.122657,34.609983,31450.29611,2
71.493296,jaguar,gas,std,two,hatchback,rwd,front,93.271981,177.955227,69.124312,54.505065,3624.38797,ohcv,six,212.853106,mpfi,3.499451,3.54218,9.233485,60.791661,5905.824859,18.419273,19.440461,28071.13168,3
141.114238,toyota,gas,std,two,sedan,fwd,front,97.028805,167.099452,63.305682,50.875566,2345.908542,ohc,five,99.647486,mpfi,3.341379,3.282033,9.36889,102.873189,5694.042806,25.434666,24.252985,14346.32907,0
134.685029,saab,gas,std,two,hatchback,fwd,front,109.896969,173.624437,65.345243,55.496436,2932.972119,ohc,four,96.693444,mpfi,3.688494,3.444972,8.676165,151.61879,6049.314853,19.613891,27.44732,15452.89819,3
79.793802,dodge,diesel,turbo,two,hardtop,4wd,rear,95.456161,195.721592,70.907288,54.501925,2270.769033,ohcv,three,188.782205,idi,3.320452,3.224441,9,62.790726,5106.690644,15.449973,25.544769,7720.468231,-1
126.136646,toyota,gas,std,four,wagon,4wd,front,94.483621,168.029124,63.265556,58.043669,2160.852961,ohcf,eight,101.4913,mpfi,3.76407,3.681214,8.385507,99.070505,4406.792509,27.370416,34.483335,33747.82184,0
113.617918,subaru,gas,std,four,sedan,fwd,front,96.103338,174.273951,63.657445,54.331487,2146.924806,ohc,four,112.792412,mpfi,3.525411,3.099179,8.675188,80.592189,5114.085175,24.948851,31.227049,10322.27161,0
172.38586,toyota,gas,std,four,wagon,rwd,front,94.98572,173.062818,65.953502,53.667888,2753.788592,ohcv,eight,146.390839,2bbl,3.063711,2.441709,9,80.439054,4798.514577,20.685671,26.723895,16474.28011,1
162.098308,volkswagen,gas,std,two,sedan,4wd,front,88.645955,159.485383,64.300194,51.574811,2827.700295,dohcv,four,112.006601,2bbl,3.710664,3.369063,8.682781,118.600353,5121.593134,24.091841,30.68781,13067.39386,1
84.161645,volvo,gas,std,four,sedan,rwd,front,104.631408,188.067549,66.564794,58.728882,3000.861534,dohc,twelve,122.903691,mpfi,3.564978,2.777289,8.516162,123.223955,5526.820858,15.70755,22.66642,12091.32056,-1
176.731317,plymouth,gas,std,two,hardtop,fwd,front,94.387218,147.624664,64.282074,55.376731,1873.301776,ohc,twelve,106.475887,mpfi,3.557557,3.020329,9,108.03582,5087.383925,20.055329,28.093185,7126.248722,2
138.122913,porsche,gas,std,two,hatchback,rwd,front,98.927658,185.636009,65.485399,57.112158,2510.852864,ohc,four,109.781556,mpfi,2.871799,3.396415,17.760978,62.214985,6078.025357,23.834236,30.389245,9337.731233,2
91.94065,chevrolet,diesel,turbo,four,sedan,rwd,front,112.4514,200.502704,66.742374,57.429276,3011.083871,rotor,six,95.372075,idi,3.707764,3.174819,14.562322,103.147396,6251.862268,28.200285,34.407661,16071.98482,-1
88.393378,mercedes-benz,gas,std,four,sedan,rwd,front,112.004899,189.993889,68.456101,54.161859,3534.121937,ohc,four,118.993141,mpfi,3.345403,3.328024,9.472899,143.261928,4822.498712,16.405966,20.143523,22340.72935,0
154.189802,saab,gas,std,two,hatchback,fwd,front,97.321087,189.087874,70.453453,51.506651,3346.034457,ohcv,eight,135.7886,mpfi,3.422134,3.207919,8.606982,206.901191,6424.577824,20.11288,22.530533,11183.01112,3
147.244899,bmw,gas,std,four,wagon,rwd,front,91.718294,158.801365,65.236534,50.039734,2116.246139,ohc,five,133.592652,2bbl,3.199879,3.787797,19.730284,77.830516,4253.163751,19.693067,44.959415,9061.444276,1
173.45708,mitsubishi,gas,std,two,hatchback,fwd,front,111.427704,194.686418,69.969438,49.176832,2500.557916,ohc,four,80.7104,1bbl,3.145485,3.136514,9.365379,138.614948,5118.104133,15.053285,20.915977,8393.178943,1
95.021027,mercedes-benz,gas,std,four,sedan,fwd,front,106.923688,195.109791,70.178866,58.54012,2505.15557,ohc,six,86.342379,2bbl,2.787154,3.082663,8.399255,117.085185,5193.496261,24.52921,29.566137,16192.27974,2
179.222323,toyota,gas,std,four,sedan,rwd,front,95.204079,197.477374,69.42138,55.973088,2308.617583,rotor,two,99.706724,2bbl,2.850357,3.425109,9,100.914834,5710.855061,18.011018,38.269245,8448.490269,1
137.181386,mercedes-benz,gas,turbo,two,convertible,fwd,front,108.673472,195.330082,67.104643,50.477072,3055.643565,ohc,four,97.093635,mpfi,3.385577,2.866222,9,195.404819,5138.23213,20.708391,19.853759,27104.93159,3
168.927515,dodge,gas,std,four,wagon,4wd,front,92.920144,196.040775,68.649888,54.420799,2414.070815,rotor,eight,94.098368,mpfi,3.651936,2.567488,9.268378,94.471804,6023.342983,22.963276,28.968529,10104.99538,0
73.840586,toyota,gas,std,four,sedan,4wd,front,95.026514,148.648716,64.727387,51.103387,1872.876033,ohc,four,89.196468,2bbl,3.242454,4.145784,8.537504,131.53543,5478.03539,24.438839,30.746339,7159.356576,0
78.563347,chevrolet,diesel,std,two,sedan,fwd,front,105.648575,158.022431,64.504679,51.963474,2177.900672,ohc,four,110.833588,2bbl,3.045362,3.229424,8.475672,110.218075,5439.416306,19.85847,21.993927,8053.65705,2
84.826614,mazda,gas,std,four,sedan,4wd,front,93.632714,174.107177,62.477678,55.841054,2778.028253,ohcf,four,109.769642,1bbl,3.76791,3.458847,9,113.397824,5124.54106,23.988882,31.35897,7335.139104,0
161.583645,alfa-romero,gas,std,four,sedan,rwd,front,95.607077,163.126411,70.003361,58.814361,3398.419415,ohc,four,107.216601,2bbl,3.530055,2.901181,17.620049,110.710253,5838.693535,23.670523,30.858509,7901.368755,2
122.230259,nissan,gas,std,four,wagon,fwd,front,95.686645,168.271487,64.500415,54.974224,3247.91469,dohc,three,108.11137,spdi,3.519319,3.328195,9.397408,118.843134,5058.012327,22.533425,30.892384,25172.1746,1
102.812527,mitsubishi,gas,std,four,hatchback,fwd,front,95.145585,167.13071,64.346424,54.923121,2264.565862,ohc,five,166.1438,mpfi,3.501338,3.7649,8.512568,86.716117,4965.710971,14.838665,26.337149,10818.48787,3
140.391435,isuzu,gas,std,four,sedan,rwd,front,94.431181,177.37989,69.2822,52.265193,3401.128986,dohc,six,118.194563,1bbl,3.674189,3.381662,9,60.540777,5251.842339,26.441532,29.923142,15374.00793,1
99.788984,bmw,gas,std,four,sedan,rwd,front,102.443686,191.56215,67.30944,50.277157,2168.730597,ohc,four,98.569566,mpfi,3.616565,3.387519,9.348112,79.062022,4806.523719,27.674092,28.086133,15189.38819,2
79.487809,volkswagen,gas,std,four,sedan,rwd,front,93.511803,175.287028,62.83761,57.829996,2410.632785,l,three,102.612362,mpfi,3.023337,3.408927,8.403686,127.865558,4819.408791,26.050577,22.094479,9806.837637,3
119.657671,volvo,gas,turbo,two,sedan,fwd,front,95.692378,154.073263,63.585802,52.532383,1811.123581,ohc,four,99.020557,2bbl,3.344201,2.575171,8.670987,204.16827,4972.109656,32.387147,40.730382,9452.680005,1
103.078048,peugot,gas,std,two,hatchback,fwd,front,97.809961,165.552264,63.926758,52.376712,2355.451667,ohc,five,147.832182,mfi,3.635774,3.200385,9,114.754954,4452.63773,17.989963,29.878487,8740.739086,1
104.169305,chevrolet,gas,turbo,four,sedan,fwd,front,95.376685,156.136709,65.248393,55.211214,2294.197339,ohc,four,88.966861,2bbl,3.051731,3.117675,9.310211,69.720546,5687.862342,27.082514,31.228086,9161.88865,1
94.33299,mazda,diesel,turbo,four,wagon,fwd,front,91.08644,189.44445,65.221085,50.6715,2087.728348,ohc,four,92.43696,spdi,2.934797,3.134216,9.392222,200.699254,4813.037222,17.617764,23.074928,6469.051599,0
82.484907,subaru,gas,std,two,hatchback,rwd,front,95.423403,159.689989,63.343467,53.718872,2394.48509,ohc,four,150.948649,2bbl,3.281452,3.238993,9,185.287576,5395.005226,24.090304,30.993169,11435.7747,2
113.337185,nissan,gas,std,four,wagon,fwd,front,97.218577,167.598673,64.341562,50.148729,2250.254783,ohc,six,133.525001,mpfi,3.38489,3.496284,8.497501,63.117691,5132.080746,19.515211,25.087419,9184.638309,0
102.250251,nissan,gas,std,two,wagon,fwd,front,95.741996,159.874325,64.109242,56.700623,2294.47156,ohc,four,107.055932,mpfi,3.126104,2.51824,9,102.969697,5213.633504,24.261109,32.537612,7714.321192,1
81.259312,renault,gas,std,two,sedan,4wd,front,94.091752,149.017466,68.662326,52.99214,2233.523179,ohcv,eight,95.669157,2bbl,3.296254,3.296697,9.46292,89.019139,5444.505397,24.34483,29.991305,10675.25063,2
164.768058,mitsubishi,gas,std,two,hatchback,fwd,front,93.639896,159.707334,63.975356,54.715996,1843.699102,ohc,four,93.809068,mpfi,3.239339,3.442912,8.558507,88.618303,4990.844198,22.920924,29.657318,5277.556287,1
76.734507,mitsubishi,gas,std,four,wagon,rwd,front,90.210906,174.463227,65.31072,50.277906,2647.566614,ohc,four,104.225382,2bbl,3.544694,2.597983,7.92419,120.703302,4779.610783,17.317433,26.328473,10986.88019,0
107.867736,nissan,gas,std,two,hardtop,fwd,front,93.623635,155.082972,63.616585,54.644129,1819.355946,ohc,four,88.010254,2bbl,3.103458,3.197147,9.294342,71.60864,4962.683325,33.060099,42.289678,9975.66697,1
134.525255,peugot,gas,turbo,four,sedan,rwd,front,96.905807,195.89189,66.645158,51.117059,3099.028438,ohcv,eight,112.832788,mpfi,3.620967,3.085587,19.321019,73.180553,4540.313858,26.566888,32.231552,38939.10527,1
86.503529,volkswagen,diesel,turbo,four,wagon,fwd,front,89.866302,159.218059,66.512456,55.570003,1928.650833,ohc,six,80.352245,idi,3.52096,3.264673,8.298049,124.569754,4797.653665,19.654851,26.83344,8662.53264,0
92.821487,peugot,gas,std,two,hatchback,4wd,front,102.208301,168.859139,64.088051,56.196592,2091.394965,ohcv,eight,119.25189,spdi,3.777276,2.831457,9.008353,87.458122,4489.973567,34.240359,36.100058,8266.974284,1
133.296361,mercury,gas,std,four,sedan,fwd,front,100.586121,175.772855,64.523614,55.810692,2304.228468,ohc,four,107.604868,mpfi,3.474684,2.441619,9.317988,61.478287,4292.240582,25.076688,29.659542,8172.365176,1
125.221432,plymouth,gas,std,two,hatchback,fwd,front,94.106795,158.861199,63.308162,53.644208,2049.25125,ohc,four,99.377091,2bbl,3.708943,3.393519,16.064146,74.963807,5500.684935,29.256598,33.288466,7957.846412,1
140.464239,honda,gas,std,two,hatchback,rwd,front,91.993845,154.773741,66.670738,55.664442,2211.346792,ohc,four,110.275879,mpfi,2.925017,3.127253,8.251279,79.194993,4815.234251,24.60785,29.206097,11724.68172,2
148.231494,bmw,gas,std,two,hatchback,rwd,front,92.59062,168.171341,65.004593,52.903729,2413.282607,ohcv,six,107.953573,spdi,2.955033,2.953457,8.612492,123.564288,5847.437956,18.622873,25.233582,12876.79784,3
78.703363,alfa-romero,gas,std,two,hatchback,fwd,front,95.297034,179.106008,63.882171,49.617217,2729.699196,ohc,four,102.781325,1bbl,2.884523,3.215866,9,84.178213,5380.617271,35.796942,42.14909,26574.68874,2
82.398797,audi,gas,turbo,two,hatchback,rwd,front,94.474221,170.0751,70.215749,53.715758,2764.491502,ohc,three,116.594603,mpfi,2.973124,3.419741,7.748552,179.255213,5481.330521,20.477699,36.803617,12801.97044,3
123.7045,nissan,diesel,turbo,four,sedan,4wd,front,103.811198,193.487358,68.891613,51.912903,2419.008685,ohc,four,114.158873,mpfi,3.447329,3.157006,8.799588,172.971546,4514.622295,14.770624,23.015743,10195.17149,0
94.040871,toyota,gas,std,four,convertible,fwd,front,102.958549,173.275145,64.641802,50.731662,2426.935331,ohcf,eight,168.372524,mpfi,3.152298,3.276226,9.172689,96.71553,4790.510507,30.652951,46.951457,15433.45022,-1
121.668694,mazda,gas,std,four,wagon,fwd,front,110.35214,189.802849,64.017301,58.719458,2786.744185,ohc,four,117.139584,mpfi,3.025798,3.227881,9,110.177977,4830.774807,24.965073,30.673442,30149.58989,0
90.530391,renault,diesel,turbo,two,convertible,fwd,front,96.717046,168.151536,65.774932,54.895982,2268.135758,ohc,four,233.983779,4bbl,3.157705,3.54749,9,110.617817,4803.184494,24.643787,28.804115,7902.851928,3
130.415538,saab,gas,turbo,two,hatchback,fwd,front,93.886303,153.284329,64.866394,55.439819,2277.977017,ohcf,four,100.538757,spfi,3.21693,3.140291,9.277539,94.394047,4784.267732,29.495876,39.545915,9773.930164,2
104.198799,porsche,gas,turbo,four,sedan,fwd,front,100.85755,181.086414,66.514644,58.850177,2442.566942,ohc,four,141.265158,mpfi,3.561311,3.21685,-0.129131,156.477647,4810.424481,28.551606,33.310501,10754.5859,1
123.032921,plymouth,gas,std,two,hatchback,fwd,front,95.344954,164.19621,64.765568,53.089576,1848.569223,ohc,four,98.495184,1bbl,3.515019,3.217616,18.166081,60.986811,4810.021901,32.893669,34.792847,7991.371806,1
79.910074,volvo,gas,std,four,sedan,rwd,front,94.91681,172.887337,65.939657,51.549389,2235.106492,dohc,five,145.217049,mpfi,3.140469,3.207767,7.191082,59.442919,5322.146003,37.357948,18.60181,23367.68788,-1
81.822336,isuzu,gas,std,two,hatchback,rwd,front,103.714962,202.005897,68.228929,54.081655,2820.730608,ohc,four,88.318392,mpfi,3.325121,3.720613,9.277581,108.637677,4818.774991,27.845168,31.921588,8157.298135,1
78.119234,subaru,gas,std,four,wagon,rwd,front,96.837064,172.743413,63.818806,52.456144,2806.04824,dohc,twelve,116.165155,mpfi,2.971469,3.188887,9.395438,68.845325,6030.723343,27.914032,31.796639,10235.66865,0
134.872309,peugot,gas,std,four,wagon,rwd,front,102.19968,179.311609,70.114224,51.426981,2893.094268,ohc,four,108.040228,mpfi,3.630192,2.945427,9,93.436166,5187.387645,24.289067,29.139772,30231.32365,0
142.627824,bmw,gas,std,four,sedan,fwd,front,98.312248,194.312961,65.366393,58.022161,3197.177068,ohc,four,127.358586,idi,2.858115,3.344224,26.121098,117.789831,5123.115263,18.329437,20.110025,33275.59703,1
74.360989,mazda,gas,std,four,sedan,fwd,front,110.610677,170.216081,64.607328,52.517769,2157.654727,ohc,four,112.49407,1bbl,3.67875,3.158513,7.902599,73.100545,5030.414931,27.454771,33.115305,8905.448753,0
145.127035,audi,gas,std,two,sedan,fwd,front,109.315784,183.456261,64.993049,53.602327,2732.319755,dohc,five,102.64498,mpfi,2.945248,3.722838,9,125.814813,5063.233726,15.623279,20.847748,8783.762953,2
119.329452,renault,diesel,std,two,hatchback,rwd,front,96.467014,170.100533,63.528251,53.879694,2093.824797,ohcv,five,130.696048,idi,3.644696,3.408695,8.675573,56.372934,4575.96261,22.651748,30.644157,26083.2586,2
181.386735,toyota,gas,std,two,sedan,rwd,front,94.982126,152.817479,66.466924,54.971064,2963.435098,ohcv,eight,139.398017,2bbl,2.999582,3.304033,9.282874,116.129564,5675.691048,19.206618,25.039758,9906.736424,1
170.670807,chevrolet,gas,std,two,hatchback,rwd,rear,100.118207,173.732737,67.043428,55.744062,2246.168222,ohcf,four,146.445105,2bbl,3.510054,3.147102,7.576951,104.011498,6006.862369,13.673061,25.550481,15728.34702,3
101.612658,volvo,gas,std,four,sedan,rwd,front,108.42656,202.859584,66.556467,58.03335,2712.693159,ohc,twelve,120.294235,spfi,3.617097,3.143407,9,255.989162,5460.332206,24.198516,36.2451,13481.54247,-2
154.175092,saab,gas,std,two,hatchback,fwd,front,102.986902,180.129082,67.610118,57.655334,2994.093434,ohc,four,144.060433,4bbl,2.868807,3.112325,19.272716,113.496477,5437.267057,20.31596,18.921017,11091.14906,3
187.888365,audi,diesel,turbo,two,hatchback,fwd,front,97.403844,150.242818,64.424107,53.738692,2789.057313,rotor,two,125.358832,idi,3.765534,3.286426,9.337565,120.604055,4686.888303,19.972463,23.707073,28125.33651,3
140.811358,audi,diesel,turbo,four,wagon,fwd,front,100.097389,171.789202,65.78202,54.371518,1933.092164,ohc,four,98.257533,idi,2.821109,2.455179,6.470083,98.052493,5365.612281,23.028845,34.598653,9228.823217,1
103.768817,honda,gas,std,two,sedan,fwd,front,96.324448,167.82494,65.961874,52.657408,2517.130423,ohc,four,131.229774,1bbl,3.411849,3.656071,6.795519,96.942262,4080.151792,24.521823,29.389375,6790.381072,1
137.732299,volkswagen,diesel,std,two,sedan,rwd,front,106.750803,193.213478,65.014261,53.289068,3085.859063,dohcv,three,112.646885,idi,3.256534,3.957599,17.917081,69.117476,6327.950823,20.355479,26.359974,15218.30904,1
168.715053,chevrolet,gas,std,two,hatchback,fwd,front,108.742357,179.912351,65.495611,55.433583,2757.708667,ohc,four,135.975353,mpfi,2.973294,2.759277,15.951653,175.489308,5258.772224,26.407891,29.943555,6246.954541,2
154.054533,toyota,gas,std,two,sedan,rwd,front,97.75408,182.748469,65.872874,52.498988,2415.117384,ohc,four,147.051616,mpfi,3.643915,3.784532,20.721432,95.288971,4821.880265,19.414715,24.762667,8431.751568,2
114.414127,subaru,gas,std,four,hatchback,fwd,front,96.485346,172.625316,63.315114,53.857735,2473.371096,ohc,four,109.144501,2bbl,2.952924,3.121568,8.583751,77.204071,5836.297475,29.022883,31.285037,11098.37448,0
80.10586,nissan,gas,std,four,wagon,fwd,front,101.365347,189.095876,65.236428,51.361949,2422.063381,ohc,four,98.646428,mpfi,3.550064,3.096223,9,92.216475,5297.929693,27.665956,35.08678,6275.93847,0
119.748588,volkswagen,diesel,turbo,four,wagon,fwd,front,104.203111,195.944443,66.007013,57.090711,2499.659952,ohc,four,102.947178,idi,3.252728,3.314565,8.680849,109.181155,5165.161004,19.648825,27.075666,16830.15888,0
107.419846,honda,gas,std,two,hatchback,fwd,front,100.42196,164.004445,64.370278,52.291765,1981.339073,ohc,four,121.271434,mpfi,3.510743,2.831271,7.891578,109.393035,5108.411983,26.154959,33.276034,6762.845473,1
133.564622,volkswagen,gas,std,two,hatchback,fwd,front,98.118573,176.436814,63.787309,54.285557,2410.735532,rotor,twelve,96.161093,mpfi,3.154719,3.343911,8.56005,193.453971,5435.942782,19.569904,27.107512,14452.72021,2
97.317702,mitsubishi,gas,std,four,sedan,fwd,front,96.360062,173.921898,65.969506,49.592107,2808.224968,ohc,four,105.36576,mpfi,3.162074,2.992848,7.252605,138.797286,5987.494935,26.199989,34.644161,13976.47999,3
121.903218,chevrolet,gas,turbo,two,hatchback,fwd,front,95.146556,170.370966,62.418157,48.919942,1901.697099,ohc,four,102.136656,2bbl,3.330163,3.049402,9.428903,68.763993,5139.319438,37.501912,38.162652,7353.705994,1
99.974714,plymouth,diesel,std,four,sedan,4wd,front,91.803035,184.174576,64.357796,49.817201,2010.500065,ohcf,eight,106.707986,idi,3.486219,2.836471,8.701518,65.223164,4561.356807,19.283189,27.354625,6147.597798,2
97.533222,chevrolet,gas,std,four,sedan,rwd,front,96.405607,175.940622,65.611613,54.824201,2677.334908,ohc,four,99.984254,mpfi,3.041425,3.393548,7.360758,117.538943,4798.074688,24.550618,29.790607,21877.63158,2
107.838882,porsche,gas,std,four,wagon,fwd,front,97.773745,174.380926,63.517961,51.468554,2568.31898,ohc,four,129.932471,mpfi,3.358179,2.776288,20.303892,69.432324,4811.529062,18.321756,30.797047,11384.88088,-1
97.445319,renault,diesel,turbo,four,sedan,4wd,front,94.413002,186.88861,68.709132,55.987487,2762.346631,ohcv,four,114.998085,idi,3.147129,3.654459,8.587333,79.971031,5341.312307,17.345588,24.557151,15984.55317,-1
111.78303,plymouth,gas,std,four,sedan,fwd,front,95.108773,156.891791,62.354177,50.19036,1729.972429,ohc,four,78.221759,mpfi,3.194377,3.101334,15.302528,72.442647,4375.7846,38.285848,40.600612,6851.7659,1
77.906762,jaguar,gas,std,four,wagon,4wd,front,100.086016,184.018067,65.09403,55.737629,2458.562892,ohc,four,91.755956,mpfi,3.239356,3.242088,8.620456,185.95772,4792.241863,16.625591,20.191444,9357.426239,0
100.154257,bmw,gas,std,four,sedan,rwd,front,95.195455,170.203933,63.964437,49.747519,2036.795331,ohc,four,90.407176,2bbl,3.078185,3.10893,9,64.930638,4784.871867,21.376619,21.618633,16213.08124,0
71.755774,plymouth,gas,std,two,hardtop,4wd,front,94.915936,170.235789,63.44549,58.465382,2425.375509,ohc,eight,96.107116,4bbl,3.148303,2.566973,9.32121,97.169346,5838.503239,40.48553,33.979298,8898.978673,3
88.990269,chevrolet,gas,std,four,wagon,rwd,rear,90.73319,178.25152,68.5115,49.90135,2907.787177,ohcf,four,121.158538,1bbl,3.161491,2.61098,9,78.503926,4211.190859,24.887057,27.859506,7854.983204,0
136.180807,mitsubishi,gas,turbo,two,hatchback,4wd,front,97.949554,166.60433,64.553066,51.634177,2433.627055,rotor,two,109.561161,mpfi,3.195001,3.364528,9,78.131898,5217.248637,27.7468,31.994706,16596.38474,3
94.120026,chevrolet,gas,std,two,hatchback,fwd,front,95.382052,168.762455,63.477728,54.208485,2609.373131,dohcv,three,81.694793,4bbl,3.219083,3.220823,9,92.540012,4793.242106,24.92269,30.097137,9463.388639,1
135.949537,mazda,gas,std,four,hardtop,fwd,front,93.373508,155.821321,63.570422,49.593646,2015.768899,dohc,two,229.979836,2bbl,3.442961,3.168838,8.254572,73.793302,4818.89875,26.275789,29.358671,6547.239891,1
93.912305,volkswagen,gas,std,four,hatchback,4wd,front,106.648532,188.237431,65.876486,54.478703,2294.641857,ohc,four,177.035109,2bbl,3.587472,3.147673,8.290281,98.126814,5172.012941,21.78568,45.807137,7999.383672,-1
152.979133,saab,gas,turbo,two,hatchback,fwd,front,98.171333,174.575272,65.890064,52.264904,2988.464264,ohc,four,88.702642,mpfi,2.825366,3.033574,8.573566,63.776151,5270.748324,16.895762,31.28097,14731.56436,3
118.933326,nissan,gas,std,four,sedan,fwd,front,101.319545,173.753087,69.141873,49.665182,3293.896297,ohc,four,123.714381,2bbl,2.942163,3.148865,9.242943,58.021331,4815.647288,39.112297,41.811328,12777.18759,1
83.737939,toyota,gas,std,four,sedan,4wd,front,94.206984,170.702407,64.100057,54.28037,2117.588202,ohcf,four,73.905142,mpfi,3.362652,3.688859,13.010613,75.7317,5983.351188,23.613433,30.376189,8102.145805,0
79.330055,alfa-romero,gas,std,two,hatchback,rwd,front,92.882552,169.418687,65.8401,58.108587,3376.07134,dohc,four,122.888881,mpfi,3.114782,3.088572,17.114661,135.830598,5336.91499,20.494399,22.53326,28768.86991,3
104.392326,chevrolet,diesel,std,four,hatchback,rwd,front,112.990298,184.068372,64.065838,52.219793,2842.469821,dohc,four,99.652183,spfi,3.611881,3.251608,9.329703,161.268621,4386.256394,21.991157,27.229393,16138.76107,1
89.05154,jaguar,gas,turbo,four,sedan,4wd,front,98.578744,175.025719,69.321156,57.165516,2194.415623,ohc,four,120.950588,2bbl,3.54449,2.67324,8.6046,70.37288,5106.068559,20.297178,29.704274,7939.585873,0
207.347627,bmw,gas,std,two,hatchback,fwd,front,110.050169,189.848833,67.449842,53.397472,3289.380901,ohc,four,117.21448,1bbl,2.923099,3.238909,8.555067,117.640468,4211.634404,19.766994,25.536327,17432.26019,0
148.755954,mitsubishi,gas,std,two,hatchback,fwd,front,97.004614,169.669814,68.057775,49.694056,2286.950855,ohc,four,93.051798,mpfi,3.098337,3.682898,8.584982,73.994408,5247.701259,15.44356,24.205956,7279.139844,3
87.799809,audi,gas,std,two,sedan,4wd,front,94.133337,155.205864,64.485374,56.541838,3346.02888,ohcv,twelve,95.25976,mpfi,3.275935,3.453432,9.852561,83.328291,5931.567659,16.303635,21.282189,20380.22402,2
127.785407,mazda,gas,std,four,wagon,fwd,front,103.477267,175.755979,66.713513,55.218376,2240.770283,ohc,four,91.622924,2bbl,3.166919,3.637976,7.804808,89.532876,4328.002092,23.968372,30.078697,7439.316186,0
83.634863,mercury,gas,turbo,two,hatchback,rwd,front,104.821238,193.764214,71.254814,55.608087,2871.233402,l,four,133.124781,2bbl,2.914296,3.426133,8.641527,96.679704,5242.042144,24.795811,30.537254,20962.94552,0
159.301943,alfa-romero,gas,turbo,two,hatchback,rwd,front,89.262677,168.491008,68.730005,53.417901,3329.556455,rotor,two,209.58764,mpfi,3.217124,3.461539,9.313554,220.323359,5798.341612,16.622967,21.566671,29325.45477,3
126.749984,renault,diesel,turbo,four,sedan,fwd,front,93.767286,168.09774,64.27208,57.744547,2173.575564,l,four,101.953112,idi,3.485371,3.28898,9.275905,69.949977,5562.820923,26.245463,34.922873,6922.227131,0
85.299033,bmw,gas,std,four,sedan,rwd,front,107.623098,187.84501,68.737833,54.203281,3722.238797,ohcv,twelve,104.949583,mpfi,3.62418,3.43423,8.473605,160.056578,5472.299755,15.921564,27.718102,13132.5658,0
133.983994,mazda,gas,std,four,sedan,fwd,front,105.477855,184.008308,66.743008,49.300511,2447.580294,ohc,four,91.551296,mpfi,3.754883,3.287333,9.386163,117.698767,6008.106752,29.922849,29.167266,11981.10642,1
192.817974,mazda,gas,std,four,sedan,fwd,front,97.564396,173.30781,66.370555,57.485004,2421.021233,ohc,four,107.565646,1bbl,3.162799,3.320411,9,76.523479,5838.822821,26.812433,34.33394,7278.359976,0
80.961894,nissan,gas,std,four,sedan,4wd,front,94.943283,197.424646,65.030453,59.368945,2456.130359,ohcv,five,100.959003,mpfi,3.53494,3.267343,8.549894,58.476012,5204.669612,19.522425,26.586358,10613.0577,-1
95.63716,mercedes-benz,gas,std,four,wagon,rwd,front,106.045978,178.287175,66.665636,53.819055,2811.334508,l,five,89.018549,1bbl,3.672036,3.274007,7.074886,93.035054,4796.863429,19.582623,22.937816,22324.49934,0
122.372289,mercedes-benz,gas,turbo,four,sedan,rwd,front,96.970874,171.7338,65.741195,52.185474,2192.870372,ohc,six,132.174063,4bbl,3.602066,3.155642,9,117.148704,5075.318183,25.282733,29.666523,11120.19625,3
97.066122,volkswagen,gas,std,four,sedan,fwd,front,92.93476,162.117789,63.669764,52.030489,2249.413392,l,six,161.140678,2bbl,3.164607,3.294283,17.395596,76.962449,5462.768231,25.35816,46.784324,10221.99126,2
183.558799,peugot,gas,std,four,wagon,fwd,front,110.093881,194.395908,65.112847,53.720015,2207.298409,l,four,208.454332,2bbl,3.591285,2.821483,15.050185,91.367677,4610.557977,22.762817,26.515533,6736.701988,0
187.6651,audi,gas,std,two,hatchback,fwd,front,100.830799,174.103188,65.369405,50.816561,1981.260015,ohc,five,132.627958,idi,3.354977,2.729477,9,117.313278,5111.737652,18.975678,21.894155,7606.560368,1
99.175713,renault,gas,std,four,sedan,fwd,front,96.227815,174.324955,65.215229,56.332638,3314.832011,ohc,four,110.420148,mpfi,3.646583,3.403276,8.659857,93.207409,5181.663183,34.33927,40.275553,13554.371,0
135.385419,mazda,gas,std,two,hatchback,rwd,front,94.676361,172.193301,65.560775,54.37265,1785.860011,rotor,two,117.613617,spdi,3.201428,3.265372,8.592936,122.956559,4770.329398,24.171735,29.682228,15458.29283,3
122.770688,mazda,gas,std,two,hatchback,fwd,front,94.10937,168.853499,64.413713,53.922815,2476.413323,ohc,four,159.227696,2bbl,3.206668,3.151504,9,88.288249,4940.518461,24.398095,29.532709,9755.682753,1
166.54328,porsche,gas,turbo,two,hatchback,4wd,front,99.978975,179.901148,65.79428,55.943359,2376.159484,ohcf,five,94.612829,1bbl,3.542635,3.418398,9,98.643952,4786.656168,20.5099,26.375765,6405.107276,1
210.326812,peugot,gas,std,four,sedan,rwd,front,115.583372,186.299218,64.786749,50.859764,2731.274259,ohc,four,112.495741,mpfi,3.391727,2.884,8.558591,113.802818,5513.274966,19.909222,23.147088,9720.167178,0
